Timestamp,Please select your Year Group,Please choose your Nationality,Please select your gender,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
17/03/2025 08:14:20,Year 8,Korean,Female,3,3,3,3,2,2,3,2,3,3,2,3,3,2,3,3,3,2,2,3,3,3,3,3,3,2,2,3,2,3,2,2,3,4,3,3,3,3,3,3,2,1,3,3,2,3,2,2,2,3,2,3,3,3,4,3
17/03/2025 08:17:17,Year 8,Korean,Female,3,3,4,3,3,3,4,4,3,3,3,3,3,2,3,3,3,4,4,4,3,3,2,3,3,3,3,4,4,3,3,4,3,3,3,4,3,4,3,4,4,1,3,3,3,3,4,3,3,4,2,3,2,3,4,4
17/03/2025 08:18:23,Year 8,Korean,Female,3,3,3,1,3,4,3,3,3,4,3,2,3,3,3,3,3,3,3,3,2,2,3,3,2,3,2,3,2,2,2,2,2,1,3,1,3,3,3,3,2,3,2,2,2,3,3,2,3,1,3,4,1,1,4,4
17/03/2025 08:19:10,Year 8,Korean,Male,3,3,2,3,2,3,2,2,2,3,3,4,2,3,4,4,3,2,3,4,1,3,3,2,3,3,3,3,3,2,2,3,2,4,3,4,4,3,3,4,1,1,3,2,2,2,4,2,2,4,2,4,4,2,4,4
17/03/2025 08:20:02,Year 7,Korean,Male,4,3,2,3,4,4,3,4,4,3,3,3,4,1,3,3,4,4,3,4,3,3,3,4,3,4,3,3,3,3,3,3,3,4,4,3,4,4,3,3,3,3,3,3,4,3,3,2,1,4,3,4,4,4,4,4
17/03/2025 08:20:20,Year 8,Korean,Female,3,3,3,3,4,3,3,3,3,4,3,3,4,1,4,4,3,4,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,4,4,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,4,2,2,4,3
17/03/2025 08:20:29,Year 8,Vietnamese,Male,2,3,3,3,3,3,3,3,3,2,3,2,3,1,3,3,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,3,3,3,3,3,2,2,2,3,3,3,3,2
17/03/2025 08:21:04,Year 8,Korean,Female,3,2,2,2,3,3,3,3,3,3,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,3,3,1,3,4,4
17/03/2025 08:21:29,Year 8,Vietnamese,Male,3,3,3,2,3,4,3,3,3,4,3,2,3,2,4,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,2,3,4,3,3,3,3,3,4,4,2,3,4,3,3,3,3,3,3,2,3,3,1,3,4
17/03/2025 08:21:48,Year 7,Korean,Female,3,3,3,2,2,3,2,2,2,1,3,2,4,2,2,3,3,3,3,3,3,2,1,3,2,1,1,2,1,2,2,1,3,2,2,2,3,3,2,2,2,1,2,2,3,1,2,1,1,2,1,2,1,1,3,2
17/03/2025 08:21:49,Year 7,Korean,Female,3,2,3,2,2,2,2,2,4,2,4,4,4,2,2,1,1,1,1,1,3,1,1,2,3,1,1,1,1,1,1,1,1,4,2,2,4,2,2,3,1,1,1,1,1,2,2,2,1,2,1,1,4,2,4,4
17/03/2025 08:21:51,Year 7,Vietnamese,Female,3,4,3,3,4,4,2,4,3,2,3,4,4,2,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4
17/03/2025 08:22:51,Year 7,Korean,Male,3,3,3,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,4,1
17/03/2025 08:22:52,Year 8,Vietnamese,Male,3,2,4,2,2,2,2,2,3,1,2,3,3,1,4,2,2,2,3,2,3,2,3,2,3,3,2,2,3,3,2,4,3,2,3,3,1,3,2,1,1,2,3,2,3,2,3,3,3,2,1,1,4,4,3,4
17/03/2025 08:23:09,Year 10,Korean,Male,4,4,4,4,4,4,4,4,4,4,4,3,4,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,1,3,3,4,3,3,3,4,3,4,4,4,4,2,4
17/03/2025 08:24:05,Year 10,Korean,Male,2,2,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,1,1,1,2,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,4,3
17/03/2025 08:24:15,Year 10,Korean,Female,3,3,2,2,3,3,3,1,3,3,3,3,3,2,3,3,3,3,3,3,3,2,2,2,3,2,2,2,2,2,2,3,2,3,4,2,3,2,3,3,3,2,3,1,2,2,2,2,3,1,1,2,1,1,4,3
17/03/2025 08:24:43,Year 7,Korean,Male,1,1,1,2,3,3,3,2,3,2,2,3,3,3,3,3,3,2,3,3,1,1,1,2,3,1,1,1,1,4,2,4,2,2,3,2,3,2,3,3,3,1,3,3,3,3,3,3,1,3,2,1,2,3,3,2
17/03/2025 08:24:46,Year 10,Vietnamese,Male,3,3,2,3,3,3,3,2,4,2,3,4,3,2,4,3,3,3,3,3,3,3,4,4,4,2,2,3,3,2,2,3,3,4,3,2,3,3,2,3,2,3,3,3,3,3,3,2,2,3,4,3,4,4,4,4
17/03/2025 08:24:53,Year 10,Vietnamese,Female,3,3,4,3,3,3,3,3,3,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,4,4,2,3,4
17/03/2025 08:25:08,Year 8,Korean,Male,2,3,3,2,3,3,4,3,3,4,4,3,3,3,4,3,4,4,4,3,2,3,1,3,2,3,2,3,3,4,3,4,3,3,4,4,3,2,4,3,3,1,3,2,3,3,3,3,2,3,2,2,3,3,4,4
17/03/2025 08:25:17,Year 8,Japanese,Male,3,3,2,2,3,2,3,2,3,1,3,2,3,4,4,3,2,3,3,2,2,2,4,3,3,2,2,2,3,1,2,2,3,2,3,3,3,3,3,3,3,2,3,3,3,4,3,3,3,2,3,4,2,3,3,2
17/03/2025 08:25:38,Year 10,Korean,Female,2,2,3,3,3,1,2,3,1,3,2,3,3,1,3,4,4,3,4,3,4,3,3,3,3,2,2,3,1,1,1,2,3,2,3,4,4,3,3,3,1,1,3,2,2,1,3,2,1,3,2,3,2,1,4,3
17/03/2025 08:25:40,Year 10,Japanese,Female,3,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,2,3,3
17/03/2025 08:25:55,Year 8,Korean,Male,2,2,2,2,3,3,2,3,3,2,3,2,2,3,3,3,3,3,3,2,2,2,2,3,3,2,2,3,2,2,2,1,3,3,3,1,4,3,3,3,2,2,3,3,2,3,2,2,3,3,1,3,1,3,4,3
17/03/2025 08:25:56,Year 7,Korean,Female,2,1,2,2,2,3,2,2,3,1,1,2,3,3,2,1,3,2,3,2,2,3,3,3,3,2,1,1,1,1,2,1,4,1,1,1,3,2,2,3,2,1,2,2,1,1,2,1,1,1,1,2,1,2,1,3
17/03/2025 08:26:11,Year 7,Vietnamese,Female,3,3,4,2,3,3,3,3,2,2,2,4,3,3,2,3,2,1,3,3,2,3,4,2,4,3,1,2,2,2,2,1,3,4,4,3,3,2,4,3,1,2,4,3,3,3,3,4,3,4,1,2,4,1,4,4
17/03/2025 08:26:18,Year 10,Korean,Male,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17/03/2025 08:26:23,Year 12,Korean,Female,2,1,1,2,4,2,2,1,2,3,2,2,3,3,3,3,3,3,1,3,1,2,4,1,1,4,4,4,1,3,4,3,3,2,1,1,3,1,3,3,1,1,4,1,3,3,3,1,1,2,1,1,1,1,4,1
17/03/2025 08:26:30,Year 7,Korean,Female,2,2,1,1,2,2,1,1,1,1,1,2,3,2,2,1,2,1,2,3,1,2,2,2,3,2,1,1,1,2,1,1,1,3,2,2,3,2,2,3,3,1,3,2,2,2,3,2,2,2,2,2,3,2,3,3
17/03/2025 08:26:50,Year 12,"English-Native Country(England, U.S.A etc)",Female,3,4,3,3,4,4,4,2,4,4,3,3,4,1,3,4,4,4,4,4,4,4,4,4,3,4,3,3,3,4,4,3,3,4,4,4,4,4,4,3,2,4,4,4,4,4,3,4,2,4,2,4,1,4,4,3
17/03/2025 08:27:00,Year 12,Vietnamese,Female,3,3,2,2,3,3,3,2,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,2,3,2,3,2,3,3,4,3,3,3,3,3,2,3,3,4,1,1,4,3
17/03/2025 08:27:03,Year 7,Vietnamese,Female,3,3,3,2,3,3,2,2,3,3,2,2,2,3,3,3,2,2,3,3,2,3,2,2,3,2,3,3,2,3,2,2,2,3,3,2,3,2,3,3,1,3,2,3,3,3,3,3,2,3,2,3,4,3,4,4
17/03/2025 08:27:09,Year 7,Vietnamese,Female,3,3,2,2,3,2,2,2,3,3,2,2,2,3,3,3,2,3,3,3,2,2,2,2,2,2,3,3,2,3,2,3,2,3,3,2,3,2,3,3,1,3,3,3,2,3,3,3,2,3,3,2,4,3,4,3
17/03/2025 08:27:38,Year 12,Vietnamese,Female,4,3,2,3,4,1,4,2,3,3,4,2,4,1,3,3,4,3,3,3,3,3,2,2,4,3,4,3,3,2,2,1,3,4,4,2,1,2,3,4,2,4,3,2,3,3,2,1,1,3,3,4,4,1,4,1
17/03/2025 08:27:42,Year 10,Vietnamese,Female,4,3,2,2,3,4,3,4,2,3,2,3,4,2,3,3,2,3,2,4,2,2,3,2,4,3,1,3,1,4,2,1,3,4,3,1,2,3,3,3,2,4,3,2,2,2,4,2,1,3,4,4,4,2,4,4
17/03/2025 08:27:56,Year 12,Vietnamese,Female,3,3,3,3,3,3,3,2,3,3,3,3,3,4,3,3,3,3,3,2,3,3,3,4,2,2,3,3,2,2,3,3,3,3,3,2,3,2,3,4,2,3,2,3,3,3,3,3,1,2,4,4,3,4,4,4
17/03/2025 08:28:01,Year 8,Vietnamese,Male,3,3,2,4,3,3,2,3,3,2,3,4,3,3,3,3,2,2,2,2,3,2,3,4,3,3,4,3,4,3,3,3,3,3,3,2,3,2,3,3,2,3,3,3,3,2,3,4,2,2,2,3,4,4,4,4
17/03/2025 08:28:07,Year 7,Japanese,Male,4,3,4,4,2,4,2,3,2,2,3,4,3,2,4,4,3,3,4,2,2,2,3,2,1,3,3,2,2,3,2,2,2,2,3,4,4,4,4,4,4,2,4,3,3,3,2,4,1,3,1,3,4,4,2,1
17/03/2025 08:28:16,Year 7,Vietnamese,Female,3,2,3,3,3,2,3,3,4,2,2,2,4,2,3,3,4,2,3,4,3,2,2,3,2,2,2,3,2,2,3,3,3,3,3,3,2,3,4,3,1,2,4,2,2,2,2,3,1,3,3,4,2,3,4,1
17/03/2025 08:28:27,Year 12,Vietnamese,Male,4,4,4,3,4,4,4,4,4,4,3,4,4,4,3,3,3,3,2,2,4,3,3,4,4,1,2,3,3,3,3,4,4,3,3,3,4,1,3,2,3,3,3,2,4,4,3,1,1,4,4,3,2,4,3,2
17/03/2025 08:28:37,Year 12,Vietnamese,Female,3,2,2,2,3,2,3,2,3,3,2,4,3,2,3,3,3,3,2,1,2,3,2,3,3,2,2,1,1,2,3,1,2,3,3,2,3,3,3,1,2,2,3,3,3,2,2,2,1,3,2,3,4,4,4,4
17/03/2025 08:28:41,Year 10,Vietnamese,Female,3,3,3,1,2,3,3,3,3,4,2,3,3,2,4,3,3,3,3,3,2,3,3,3,3,2,1,2,2,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4
17/03/2025 08:28:50,Year 12,Korean,Female,3,2,2,2,3,3,3,3,3,2,2,2,3,2,2,3,3,2,2,2,1,1,2,3,1,1,2,1,1,1,1,1,1,3,3,2,3,3,1,3,1,1,1,1,2,1,3,1,1,1,2,3,1,2,4,4
17/03/2025 08:28:52,Year 7,Korean,Male,3,4,3,3,3,3,3,3,2,2,3,3,3,1,4,3,3,2,3,3,2,3,3,4,3,3,2,3,3,2,2,2,3,4,3,3,3,3,3,4,3,2,3,3,3,3,3,3,2,3,1,3,2,4,3,3
17/03/2025 08:28:55,Year 12,Vietnamese,Male,4,4,4,2,4,4,3,3,4,4,3,4,4,2,4,4,4,4,4,3,1,4,4,4,4,4,4,4,4,2,3,4,4,3,4,4,4,2,3,3,1,2,3,4,3,3,4,3,1,4,2,4,2,4,2,4
17/03/2025 08:29:13,Year 7,Korean,Male,3,3,3,2,3,2,2,2,4,4,3,3,3,2,4,3,3,3,4,3,2,3,3,4,3,3,3,3,2,2,3,2,3,4,4,3,4,2,3,4,1,1,3,2,2,3,3,3,3,2,1,2,4,4,1,4
17/03/2025 08:29:21,Year 12,Korean,Male,3,3,3,2,4,4,4,2,3,2,3,3,3,3,3,4,3,3,3,3,2,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,2,3,3,3,2,2,3,2
17/03/2025 08:29:50,Year 10,Korean,Male,3,3,3,2,4,4,4,2,2,4,3,3,3,3,4,3,4,2,2,3,2,2,1,2,3,3,4,3,1,2,2,1,3,3,3,2,3,3,3,3,3,1,2,3,3,3,3,3,2,2,2,2,2,4,3,4
17/03/2025 08:29:57,Year 10,Korean,Female,3,3,3,4,3,2,3,2,3,2,3,4,4,1,3,4,4,3,3,3,4,3,1,2,3,2,2,2,2,2,2,2,3,3,3,1,3,3,3,3,2,3,4,3,3,3,2,3,1,3,1,3,1,3,4,4
17/03/2025 08:29:59,Year 7,Korean,Male,4,3,4,2,4,3,4,3,3,2,4,4,3,3,4,4,3,4,4,1,3,3,4,4,3,3,4,3,2,4,3,4,4,4,4,1,4,4,4,2,1,4,4,2,4,3,4,4,4,4,4,4,4,2,4,4
17/03/2025 08:30:08,Year 12,Korean,Female,3,4,4,3,4,4,3,3,3,4,3,4,4,4,4,3,4,3,4,4,4,4,1,3,3,3,4,4,4,3,3,3,4,4,4,4,2,3,3,4,4,4,2,2,3,3,2,3,1,3,1,4,4,4,4,4
17/03/2025 08:30:54,Year 12,Korean,Male,3,3,1,2,4,4,4,4,3,1,2,4,3,1,4,3,3,3,3,3,3,4,2,2,4,3,2,4,2,4,4,4,4,4,4,4,3,1,4,4,2,3,3,4,4,4,4,3,1,3,3,4,1,3,4,4
17/03/2025 08:31:01,Year 10,Korean,Male,3,2,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,2,3,3,3,3,3,3,2,2,2,2,3,3,3,3,4,3,3,2,3,3,3,3,2,2,3,3,3,3,3,2,2,3,3,3,3,1,3,2
17/03/2025 08:31:10,Year 10,Chinese,Female,3,3,3,3,2,1,3,3,2,3,1,3,2,2,2,3,3,2,2,2,1,2,3,3,3,2,1,2,3,2,2,2,3,2,3,1,2,1,1,1,2,3,2,2,3,3,2,1,1,3,2,4,4,4,4,3
17/03/2025 08:31:16,Year 12,Vietnamese,Male,3,3,2,2,4,3,3,3,3,2,2,4,3,2,4,4,4,4,2,4,3,4,4,3,2,1,2,2,2,3,4,4,3,3,2,3,2,1,4,2,2,3,3,3,4,3,3,2,1,4,1,4,4,4,4,3
17/03/2025 08:31:20,Year 12,Japanese,Female,4,4,4,4,4,3,4,3,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,1,2,3,2
17/03/2025 08:31:23,Year 12,Vietnamese,Male,2,2,3,3,2,3,2,2,3,1,2,4,2,3,4,2,3,1,1,1,1,3,2,3,3,2,2,2,3,3,3,3,2,3,3,4,4,1,4,1,1,3,4,3,2,3,3,3,1,3,1,4,1,3,2,4
17/03/2025 08:31:24,Year 10,Vietnamese,Female,2,3,3,2,2,3,3,4,2,3,2,3,3,3,3,3,2,3,4,3,1,3,3,3,3,3,1,2,3,2,3,3,2,4,3,2,4,3,3,4,3,2,4,4,3,3,3,2,3,4,2,3,4,2,3,4
17/03/2025 08:31:43,Year 13,Korean,Female,3,3,3,1,4,3,3,2,3,2,3,3,4,2,3,3,3,3,3,3,4,3,3,3,4,3,3,3,2,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,3,4,3,4
17/03/2025 08:31:54,Year 8,Korean,Male,3,3,3,2,4,3,3,2,4,1,3,3,3,2,3,3,3,3,1,3,2,2,3,2,2,2,1,2,3,3,2,4,3,2,3,4,4,4,3,3,2,3,3,3,3,2,3,2,1,4,2,1,4,2,4,1
17/03/2025 08:32:04,Year 12,Korean,Female,2,3,3,2,3,3,3,1,3,4,3,3,4,2,4,3,3,3,2,3,2,3,2,2,4,3,2,2,2,3,2,3,3,3,3,3,1,2,3,2,3,3,3,2,2,2,3,1,1,3,3,2,2,3,4,4
17/03/2025 08:32:55,Year 13,Vietnamese,Female,3,3,3,3,3,3,3,2,3,3,3,4,3,2,3,3,3,3,3,3,2,3,3,2,2,3,3,3,3,2,2,2,2,3,2,3,3,3,3,1,2,2,2,2,3,3,2,2,1,3,3,4,3,4,3,3
17/03/2025 08:33:13,Year 8,Korean,Male,3,3,3,2,3,3,3,3,3,1,2,3,3,2,4,3,3,3,3,3,3,3,2,3,3,3,2,2,2,3,2,3,3,3,3,2,3,3,2,3,1,1,2,2,2,2,3,3,1,3,2,2,4,2,4,3
